Date (GMT+1),Nuclear,Non-Renewable,Renewable,Day Ahead Auction
2023-01-02T06:00+01:00,2456.65,12502.43,34608.93,105.08
2023-01-02T07:00+01:00,2457.04,15461.98,36112.61,140.64
2023-01-02T08:00+01:00,2458.62,16639.62,38283.96,145.98
2023-01-02T09:00+01:00,2456.71,17846.39,41144.3,147.05
2023-01-02T10:00+01:00,2460.4,19181.5,42641.09,145.61
2023-01-02T11:00+01:00,2461.33,19649.96,44244.86,143.35
2023-01-02T12:00+01:00,2458.95,19532.15,44916.65,144.38
2023-01-02T13:00+01:00,2457.06,19732.27,44074.09,143.76
2023-01-02T14:00+01:00,2453.96,20285.12,41583.17,148.2
2023-01-02T15:00+01:00,2453.84,20809.7,38126.93,155.34
2023-01-02T16:00+01:00,2453.49,21125.12,36253.93,162.89
2023-01-02T17:00+01:00,2452.12,21487.06,35530.1,170
2023-01-02T18:00+01:00,2452.47,21470.58,36324.72,174.74
2023-01-02T19:00+01:00,2451.48,21615.7,36309.08,164.46
2023-01-02T20:00+01:00,2454.59,21491.42,34843.01,153
2023-01-02T21:00+01:00,2451.79,21208.52,34256.02,141.67
2023-01-02T22:00+01:00,2452.6,21002.73,32468.5,134.91
2023-01-02T23:00+01:00,2452.34,20466.97,31702.71,124.22
2023-01-03T00:00+01:00,2453.08,20033.6,30193.56,130.01
2023-01-03T01:00+01:00,2453.31,19644.29,29276.17,120
2023-01-03T02:00+01:00,2453.57,19303.94,28301.62,118.76
2023-01-03T03:00+01:00,2457.84,19275.13,26273.58,115
2023-01-03T04:00+01:00,2457.91,19493.52,25160.28,113.63
2023-01-03T05:00+01:00,2459.78,20154.84,23683.39,116.27
2023-01-03T06:00+01:00,2458.9,22774.96,22840.01,138.92
2023-01-03T07:00+01:00,2458.91,24494.08,21918,159.92
2023-01-03T08:00+01:00,2458.15,26391.12,21455.98,169.17
2023-01-03T09:00+01:00,2458.14,26915.19,22417.52,171.18
2023-01-03T10:00+01:00,2460.23,27353.11,25416.05,168.57
2023-01-03T11:00+01:00,2458.48,27507.72,27913.6,169.49
2023-01-03T12:00+01:00,2458.85,27061.29,29059.3,164.5
2023-01-03T13:00+01:00,2452.95,26866.18,27851.21,160.91
2023-01-03T14:00+01:00,2453.51,27335.26,25598.08,163.06
2023-01-03T15:00+01:00,2453.27,27196.19,22474.98,167.73
2023-01-03T16:00+01:00,2452.67,27224,20354.37,166.61
2023-01-03T17:00+01:00,2452.83,27408.31,22220.44,170.72
2023-01-03T18:00+01:00,2453.6,27085.71,25201.11,168.93
2023-01-03T19:00+01:00,2453.12,26783.23,27871.9,160.99
2023-01-03T20:00+01:00,2454.21,26114.06,30953.36,149.62
2023-01-03T21:00+01:00,2453.68,24205.93,33403.46,130.99
2023-01-03T22:00+01:00,2455.99,20923.02,34604.87,114.27
2023-01-03T23:00+01:00,2455.41,19140.08,36184.08,93.66
2023-01-04T00:00+01:00,2450.38,14613.12,38504.3,80.89
2023-01-04T01:00+01:00,2450.64,12396.95,40319.62,70.67
2023-01-04T02:00+01:00,2450.1,12323.91,41570.05,40
2023-01-04T03:00+01:00,2451.09,12185.27,40152.08,8.68
2023-01-04T04:00+01:00,2452.61,12008.59,40244.58,0.85
2023-01-04T05:00+01:00,2450.48,12198.7,44087.52,11.02
2023-01-04T06:00+01:00,2445.66,12695.73,49856.79,61.02
2023-01-04T07:00+01:00,2442.23,13162.2,53597.47,79.2
2023-01-04T08:00+01:00,2440.35,13998.33,54195.86,84.2
2023-01-04T09:00+01:00,2436.87,14417.27,55387.08,83.32
2023-01-04T10:00+01:00,2432.48,14453.77,56988.48,70.07
2023-01-04T11:00+01:00,2431.38,14376.15,57725,79.74
2023-01-04T12:00+01:00,2425.45,14109.09,57721.44,80.89
2023-01-04T13:00+01:00,2420.42,13267.48,58201.46,79.72
2023-01-04T14:00+01:00,2419.99,13055.56,57484.34,80.22
2023-01-04T15:00+01:00,2419.24,12977.28,56867.36,79.74
2023-01-04T16:00+01:00,2419.72,12918.2,55849.59,80.82
2023-01-04T17:00+01:00,2412.51,13906.39,55760.67,86.16
2023-01-04T18:00+01:00,2413.09,14055.37,56177.85,72.28
2023-01-04T19:00+01:00,2413.82,14113.78,55900.62,66.61
2023-01-04T20:00+01:00,2412.85,13824.06,55482.18,43.2
2023-01-04T21:00+01:00,2411.32,13721.23,55332.74,31.25
2023-01-04T22:00+01:00,2414.41,13692.19,53928.33,34.96
2023-01-04T23:00+01:00,2412.21,13462.58,53599.82,9.09
2023-01-05T00:00+01:00,2413.11,13754.45,49676.33,0.05
2023-01-05T01:00+01:00,2413.6,13954.61,46231.5,0.07
2023-01-05T02:00+01:00,2414.52,13878.18,45350.35,0.07
2023-01-05T03:00+01:00,2413.3,13717.61,45394.69,0.12
2023-01-05T04:00+01:00,2411.24,14194.9,45898.37,2.23
2023-01-05T05:00+01:00,2413.32,14295.18,48762.32,10.07
2023-01-05T06:00+01:00,2415.11,15648.24,48724.63,61.04
2023-01-05T07:00+01:00,2409.32,17828.08,49008.8,87.19
2023-01-05T08:00+01:00,2408.08,19837.77,48987.92,95.84
2023-01-05T09:00+01:00,2411.46,20668.54,46748.02,125.55
2023-01-05T10:00+01:00,2413.69,21073.8,44960.97,131.92
2023-01-05T11:00+01:00,2417.21,21723.62,45232.12,143.07
2023-01-05T12:00+01:00,2418.37,22252.4,44626.99,140.91
2023-01-05T13:00+01:00,2418.93,22419.37,41675.51,142.58
2023-01-05T14:00+01:00,2417.87,22661.96,36018.96,151.03
2023-01-05T15:00+01:00,2417.64,23358.99,30524.82,159.48
2023-01-05T16:00+01:00,2416.49,23511.66,25321.27,172.73
2023-01-05T17:00+01:00,2418.45,23362.07,22628.24,194.7
2023-01-05T18:00+01:00,2417.45,23499.13,21553.44,194.67
2023-01-05T19:00+01:00,2417.32,23418.42,20551.51,177.98
2023-01-05T20:00+01:00,2417.79,23321.89,20355.06,163.99
2023-01-05T21:00+01:00,2419.24,22920.62,19929.08,152
2023-01-05T22:00+01:00,2419.73,21392,20879.71,144.64
2023-01-05T23:00+01:00,2419.4,19291.2,21596.56,127
2023-01-06T00:00+01:00,2417.37,18544.18,22842.89,107.21
2023-01-06T01:00+01:00,2416.06,17671.05,24575.93,101.1
2023-01-06T02:00+01:00,2418.1,18369.46,26554.85,96.73
2023-01-06T03:00+01:00,2417.16,17728.12,28779.4,82.34
2023-01-06T04:00+01:00,2415.34,16705.63,30613.82,81.93
2023-01-06T05:00+01:00,2417.63,18235.4,33011.58,84.03
2023-01-06T06:00+01:00,2414.45,21073.54,34992.76,97.25
2023-01-06T07:00+01:00,2414.29,22257.61,36277.36,106.51
2023-01-06T08:00+01:00,2411.16,23565.08,38241.45,120.7
2023-01-06T09:00+01:00,2413.15,23586.93,41382.6,116.86
2023-01-06T10:00+01:00,2413.44,23556.7,44802.45,112.85
2023-01-06T11:00+01:00,2412.06,22988.05,46905.85,113.37
2023-01-06T12:00+01:00,2416.66,22688.8,48109.82,115
2023-01-06T13:00+01:00,2412.55,21982.76,48460.79,109.78
2023-01-06T14:00+01:00,2406.38,22126.91,44362.92,119.71
2023-01-06T15:00+01:00,2407.46,23856.68,39445.82,125.83
2023-01-06T16:00+01:00,2414.4,24336.87,35223.97,139.57
2023-01-06T17:00+01:00,2411.2,24836.13,33068.37,155.93
2023-01-06T18:00+01:00,2412.28,23707.98,33343.14,163.5
2023-01-06T19:00+01:00,2413.91,21249.67,32474.92,146.74
2023-01-06T20:00+01:00,2412.23,20329.63,31585.39,139.38
2023-01-06T21:00+01:00,2410.11,18789.2,31094.4,131.8
2023-01-06T22:00+01:00,2410.16,17712.59,29757.77,129.94
2023-01-06T23:00+01:00,2409.98,16168.73,28252.17,121.3
2023-01-07T00:00+01:00,2409.3,14090.94,26399.09,97.15
2023-01-07T01:00+01:00,2404.04,13251.94,25266.1,98.43
2023-01-07T02:00+01:00,2405.37,12414.55,25887.51,96.05
2023-01-07T03:00+01:00,2405.4,11831.65,26678.98,87.97
2023-01-07T04:00+01:00,2404.82,11830.19,27363.66,82.99
2023-01-07T05:00+01:00,2404.84,11839.55,27805.5,83.59
2023-01-07T06:00+01:00,2402.36,12931.76,27981.18,90.76
2023-01-07T07:00+01:00,2401.71,14022.16,28665.63,103.21
2023-01-07T08:00+01:00,2402.18,14270.79,29360.65,111.86
2023-01-07T09:00+01:00,2406.79,14770.35,30353,112
2023-01-07T10:00+01:00,2408.52,15099.58,32727.28,100
2023-01-07T11:00+01:00,2410.66,15200.92,36029.38,88.32
2023-01-07T12:00+01:00,2406.2,14931.04,38011.04,87.9
2023-01-07T13:00+01:00,2402.49,14472.84,38181.97,94.05
2023-01-07T14:00+01:00,2397.35,14225.65,36281.63,88.98
2023-01-07T15:00+01:00,2399.68,14434.42,33065.71,85.56
2023-01-07T16:00+01:00,2399.51,14810.7,31329.95,94.1
2023-01-07T17:00+01:00,2401.8,15320.81,33730.52,96.81
2023-01-07T18:00+01:00,2404.13,16502.23,37253.82,99.52
2023-01-07T19:00+01:00,2406.1,15822.88,39073.66,94.58
2023-01-07T20:00+01:00,2402.81,14281.09,40113.71,87.86
2023-01-07T21:00+01:00,2405.18,11855.29,40404.05,61.47
2023-01-07T22:00+01:00,2406.36,11753.53,39266.9,50
2023-01-07T23:00+01:00,2404.77,11495.07,39431.07,38.25
2023-01-08T00:00+01:00,2407.07,10895.45,39263.48,10.93
2023-01-08T01:00+01:00,2411.69,9524.33,38754.02,9.07
2023-01-08T02:00+01:00,2412.14,9541.17,37851.74,9.1
2023-01-08T03:00+01:00,2412.7,9701.03,35896.21,4.16
2023-01-08T04:00+01:00,2409.95,9651.1,34721.86,5.58
2023-01-08T05:00+01:00,2411.21,9482.26,34488.35,9.92
2023-01-08T06:00+01:00,2412.1,9493.76,33120.01,9.02
2023-01-08T07:00+01:00,2412.83,9568.33,33043.1,16.47
2023-01-08T08:00+01:00,2413.56,9663.17,32965.67,49.42
2023-01-08T09:00+01:00,2415.04,10720.47,34322.4,82.8
2023-01-08T10:00+01:00,2412.71,11889.15,35071.69,93.7
2023-01-08T11:00+01:00,2411.25,12657.09,36150.64,103.87
2023-01-08T12:00+01:00,2410.84,13263.87,36395.25,101.69
2023-01-08T13:00+01:00,2408.11,13004.31,35492.28,99
2023-01-08T14:00+01:00,2405.79,13631.39,33006.25,104.29
2023-01-08T15:00+01:00,2405.31,13996.86,29939.55,103.64
2023-01-08T16:00+01:00,2403.89,14173.41,29885.91,109.11
2023-01-08T17:00+01:00,2405.64,14434.58,30957.16,118.04
2023-01-08T18:00+01:00,2405.51,14337.72,31746.72,122.61
2023-01-08T19:00+01:00,2405.08,14344.05,31195.57,109.11
2023-01-08T20:00+01:00,2405.12,14233.13,31634.95,103.93
2023-01-08T21:00+01:00,2405.52,14754.32,31563.99,98.43
2023-01-08T22:00+01:00,2404.96,14746.73,31730.6,99.37
2023-01-08T23:00+01:00,2403.54,14517.08,32486.18,81.34
2023-01-09T00:00+01:00,2404.75,13599.56,33319.64,75.13
2023-01-09T01:00+01:00,2405.45,11891.19,33784.39,64.38
2023-01-09T02:00+01:00,2403.77,11418.29,33263.59,60.28
2023-01-09T03:00+01:00,2404.64,11612.43,32635.57,39.41
2023-01-09T04:00+01:00,2405.01,13039.83,32408.39,47.25
2023-01-09T05:00+01:00,2400.97,14516.76,31515.67,69.07
2023-01-09T06:00+01:00,2401.9,18434.11,31576.76,107.13
2023-01-09T07:00+01:00,2396.78,22790.46,32522.53,160
2023-01-09T08:00+01:00,2392.61,24439.61,33239.1,180
2023-01-09T09:00+01:00,2387.97,25434.27,34670.31,177.14
2023-01-09T10:00+01:00,2392.74,26642.28,35724.93,159.07
2023-01-09T11:00+01:00,2392.54,26993.08,37216.32,160.57
2023-01-09T12:00+01:00,2394.82,27112.41,36046.13,140.56
2023-01-09T13:00+01:00,2390.43,27781.65,33467.77,137.67
2023-01-09T14:00+01:00,2389.78,28420.62,29716.32,143.57
2023-01-09T15:00+01:00,2391.21,28378.3,26367.36,151.02
2023-01-09T16:00+01:00,2394.27,28215.95,23670.44,161.96
2023-01-09T17:00+01:00,2392.52,28283.55,24033.23,176.07
2023-01-09T18:00+01:00,2393.91,28393.3,24997.7,182.18
2023-01-09T19:00+01:00,2390.29,28681.72,26165.13,170.79
2023-01-09T20:00+01:00,2391.5,27949.12,26848.84,160.51
2023-01-09T21:00+01:00,2388.99,27233.82,27677.29,138.93
2023-01-09T22:00+01:00,2392.83,26048.3,27954.79,132
2023-01-09T23:00+01:00,2392.62,24204.43,28423.45,108.31
2023-01-10T00:00+01:00,2394.19,22902,27753.18,106.02
2023-01-10T01:00+01:00,2394.41,21565.88,27910.78,96.71
2023-01-10T02:00+01:00,2393.44,20685.3,28276.65,95.14
2023-01-10T03:00+01:00,2390.23,20670.58,27926.47,90.36
2023-01-10T04:00+01:00,2389.16,20923.21,28370.68,95.61
2023-01-10T05:00+01:00,2389.01,22042.16,28408.91,108.6
2023-01-10T06:00+01:00,2391.36,25608.4,27935.68,138.13
2023-01-10T07:00+01:00,2388.98,27273.92,28001.06,154.73
2023-01-10T08:00+01:00,2390.07,28287.08,26508.9,165.33
2023-01-10T09:00+01:00,2387.93,28657.5,28412.15,160.42
2023-01-10T10:00+01:00,2387.77,28563.94,31439.14,154.73
2023-01-10T11:00+01:00,2386.24,28713.1,34022.07,146.45
2023-01-10T12:00+01:00,2384.57,28714.54,35462.7,141.22
2023-01-10T13:00+01:00,2389.1,28745.46,35483.72,141.68
2023-01-10T14:00+01:00,2386.83,28736.22,33745.98,145.41
2023-01-10T15:00+01:00,2384.23,29306.73,31705.27,145.92
2023-01-10T16:00+01:00,2384.45,29358.97,31645.98,140.5
2023-01-10T17:00+01:00,2386.98,29533.67,34004.72,146.34
2023-01-10T18:00+01:00,2385.57,29393.13,37651.26,140.45
2023-01-10T19:00+01:00,2385.11,28529.89,39349.07,124.44
2023-01-10T20:00+01:00,2385.93,25615.5,42012.32,106.15
2023-01-10T21:00+01:00,2381.09,22804.9,43709.9,86.53
2023-01-10T22:00+01:00,2384.28,20501.81,43805.5,81.3
2023-01-10T23:00+01:00,2384.22,17566.19,44540.12,42.96
2023-01-11T00:00+01:00,2383.22,16891.7,42526.81,5
2023-01-11T01:00+01:00,2381.64,14714.55,42104.76,0.16
2023-01-11T02:00+01:00,2379.18,14256.48,42595.35,0.08
2023-01-11T03:00+01:00,2379.19,14069.02,41427.06,0.01
2023-01-11T04:00+01:00,2375.69,13978.86,41522.93,0.04
2023-01-11T05:00+01:00,2376.59,14218.35,44004.08,2.75
2023-01-11T06:00+01:00,2374.45,15179.95,46766.43,57.88
2023-01-11T07:00+01:00,2372,19937.24,44664.35,91.11
2023-01-11T08:00+01:00,2373.23,24660.13,41222.04,127.44
2023-01-11T09:00+01:00,2375.43,25620.38,39250.96,129.74
2023-01-11T10:00+01:00,2369.13,25840.1,38776.6,131.71
2023-01-11T11:00+01:00,2367.86,26301.67,38176.66,130.02
2023-01-11T12:00+01:00,2366.15,26170.94,37525.88,117.47
2023-01-11T13:00+01:00,2367.77,25628.35,38535.75,110.54
2023-01-11T14:00+01:00,2365,25441.23,38378.79,115.74
2023-01-11T15:00+01:00,2365.71,25830.85,37166.49,117.7
2023-01-11T16:00+01:00,2362.49,25963.13,36046.26,119.2
2023-01-11T17:00+01:00,2361.26,25704.88,37226.62,132.39
2023-01-11T18:00+01:00,2359.43,25731.07,39705.14,132.88
2023-01-11T19:00+01:00,2361.44,25321.16,41946.68,127.8
2023-01-11T20:00+01:00,2359.27,23676.4,43162.73,114.56
2023-01-11T21:00+01:00,2356.45,19872.55,44227.56,93.47
2023-01-11T22:00+01:00,2355.17,16812.4,45450.32,91.71
2023-01-11T23:00+01:00,2355.53,14637.98,47261.29,68.54
2023-01-12T00:00+01:00,2355.36,13570.39,49284.98,19.88
2023-01-12T01:00+01:00,2354.56,12780.05,49050.19,5.55
2023-01-12T02:00+01:00,2355.09,13012.15,47089.88,4.69
2023-01-12T03:00+01:00,2355.38,12830.74,46767.79,0.1
2023-01-12T04:00+01:00,2361.75,12457.01,46843.61,2.03
2023-01-12T05:00+01:00,2352.92,12528.57,48394.01,24.94
2023-01-12T06:00+01:00,2354.56,13045.19,50569.7,85.72
2023-01-12T07:00+01:00,2352.87,15368.91,52896.78,111.55
2023-01-12T08:00+01:00,2352.87,16863.51,53274.39,106.83
2023-01-12T09:00+01:00,2353.57,16930.11,54972.64,97.83
2023-01-12T10:00+01:00,2354.13,16551.72,57189.74,84.74
2023-01-12T11:00+01:00,2348.32,17151.48,58208.47,87.38
2023-01-12T12:00+01:00,2348.35,16861.54,58139.26,75.88
2023-01-12T13:00+01:00,2348.25,16510.15,57689.45,81.84
2023-01-12T14:00+01:00,2340.52,15739.53,56724.27,88.2
2023-01-12T15:00+01:00,2339.29,16461.03,53456.21,95.18
2023-01-12T16:00+01:00,2338.81,16381.7,49317.04,99.08
2023-01-12T17:00+01:00,2338.77,17601.02,48224.88,112.01
2023-01-12T18:00+01:00,2336.47,17960.6,49094.97,119.49
2023-01-12T19:00+01:00,2337.03,17529.85,50796.45,100.79
2023-01-12T20:00+01:00,2336.69,16394.46,51772.61,99.35
2023-01-12T21:00+01:00,2337.52,15303.23,52735.12,84.77
2023-01-12T22:00+01:00,2337.72,13787.73,51849.74,70.43
2023-01-12T23:00+01:00,2337.48,12493.31,52182.57,39.57
2023-01-13T00:00+01:00,2338.66,12261.47,51678.13,32.64
2023-01-13T01:00+01:00,2338.94,11988.34,50774.11,16.99
2023-01-13T02:00+01:00,2337.16,11434.73,50093.72,9
2023-01-13T03:00+01:00,2336.53,11397.39,49320.69,2.02
2023-01-13T04:00+01:00,2337.37,11240.74,47710.31,2.61
2023-01-13T05:00+01:00,2336.86,11332.6,48119.85,25.26
2023-01-13T06:00+01:00,2334.97,11731.09,48609.47,54.74
2023-01-13T07:00+01:00,2308.38,12967.54,48052.07,87.88
2023-01-13T08:00+01:00,2064.94,14191.28,47996.73,105.95
2023-01-13T09:00+01:00,2099.17,14637.3,48550.94,100.64
2023-01-13T10:00+01:00,2205.06,14831.3,51597.53,94.85
2023-01-13T11:00+01:00,2312.7,14695.32,55020.29,84.93
2023-01-13T12:00+01:00,2332.69,13887.42,58690.51,76.53
2023-01-13T13:00+01:00,2333.95,13712.75,59543.96,70.24
2023-01-13T14:00+01:00,2339.88,13219.52,58761.52,73.55
2023-01-13T15:00+01:00,2344.84,13880.5,55792.86,79.85
2023-01-13T16:00+01:00,2348.31,14848.88,53083.34,85.31
2023-01-13T17:00+01:00,2350.56,15857.65,52283.34,96.9
2023-01-13T18:00+01:00,2349.39,16509.47,52759.86,96.97
2023-01-13T19:00+01:00,2351.35,17088.86,52440.57,95.91
2023-01-13T20:00+01:00,2351.89,17019.66,50822.83,84.94
2023-01-13T21:00+01:00,2351.63,16512.08,50173.87,76.89
2023-01-13T22:00+01:00,2351.77,15423.21,48587.49,76.51
2023-01-13T23:00+01:00,2346.39,14594.87,47701.78,68.3
2023-01-14T00:00+01:00,2350.84,13017.34,46969.37,25.68
2023-01-14T01:00+01:00,2352.77,11987.63,46528.75,34.62
2023-01-14T02:00+01:00,2350.47,10937.45,45665.83,44.7
2023-01-14T03:00+01:00,2348.88,10352.36,44769.24,41.23
2023-01-14T04:00+01:00,2349.24,10173.79,43112.99,40.7
2023-01-14T05:00+01:00,2349.75,10380.7,41206.81,40.68
2023-01-14T06:00+01:00,2350.43,10252.26,39010.27,45.1
2023-01-14T07:00+01:00,2350.36,10511.16,38157.69,53.14
2023-01-14T08:00+01:00,2348.98,10468.12,40073.24,52.34
2023-01-14T09:00+01:00,2345.98,10387.39,43184.71,54.16
2023-01-14T10:00+01:00,2347.51,10335.39,47357.61,50.47
2023-01-14T11:00+01:00,2349.63,10656.52,50623.63,55.01
2023-01-14T12:00+01:00,2343.12,10888.68,52779.95,48.91
2023-01-14T13:00+01:00,2342.68,10496.91,53418.8,25.25
2023-01-14T14:00+01:00,2339.69,10394.8,53883.81,13.42
2023-01-14T15:00+01:00,2331.41,10643.61,54504.83,9.05
2023-01-14T16:00+01:00,2329.36,11048.1,54922.85,9.04
2023-01-14T17:00+01:00,2323.71,11629.83,55038.7,11.04
2023-01-14T18:00+01:00,2324.6,11709.58,56243.13,13.69
2023-01-14T19:00+01:00,2322.67,11549.1,56754.74,6.84
2023-01-14T20:00+01:00,2325.36,11862.53,55600.29,9.03
2023-01-14T21:00+01:00,2325.56,11844.21,54193.15,9.07
2023-01-14T22:00+01:00,2323.25,11398.54,52134.76,5.9
2023-01-14T23:00+01:00,2322.91,10836.33,50252.37,5.19
2023-01-15T00:00+01:00,2326.01,10469.05,48145.59,3.94
2023-01-15T01:00+01:00,2328.63,9895.04,47955.43,1.71
2023-01-15T02:00+01:00,2327.75,9984.14,46486.61,4.1
2023-01-15T03:00+01:00,2322.91,10012.5,45451.88,2.65
2023-01-15T04:00+01:00,2328.57,10181.62,43475.95,2.87
2023-01-15T05:00+01:00,2328.23,10368.63,43631.26,4.01
2023-01-15T06:00+01:00,2330.04,10719.68,43193.67,1.58
2023-01-15T07:00+01:00,2329.61,10897.07,42896.52,1.74
2023-01-15T08:00+01:00,2327.02,11184.88,43331,9.08
2023-01-15T09:00+01:00,2324.81,11174.29,45249.87,10.31
2023-01-15T10:00+01:00,2317.45,11283.12,47522.37,9.01
2023-01-15T11:00+01:00,2312.27,10996.7,52302.69,8.03
2023-01-15T12:00+01:00,2318.03,11210.66,55352.23,6.76
2023-01-15T13:00+01:00,2317.8,11427.8,55760.09,0.42
2023-01-15T14:00+01:00,2323.63,11436.45,54581.96,0.29
2023-01-15T15:00+01:00,2325.65,11402.42,53756.45,0.32
2023-01-15T16:00+01:00,2325.21,11512.17,53162.09,0.46
2023-01-15T17:00+01:00,2324.97,11580.1,54034.25,1.25
2023-01-15T18:00+01:00,2330.73,11566.44,54853.15,26.95
2023-01-15T19:00+01:00,2333.68,12205.19,53709.25,25.27
2023-01-15T20:00+01:00,2334.32,12211.48,52309.28,12.17
2023-01-15T21:00+01:00,2333.67,11584.58,49929.88,19.69
2023-01-15T22:00+01:00,2332.88,11330.03,47358.86,32.14
2023-01-15T23:00+01:00,2333.71,11348.71,44752.41,37.47
2023-01-16T00:00+01:00,2334.15,11226.2,42355.03,60.01
2023-01-16T01:00+01:00,2335.73,11110.16,38372.07,60.01
2023-01-16T02:00+01:00,2334.29,11448.84,35845.63,62.72
2023-01-16T03:00+01:00,2329.68,12020.76,33080.91,56.1
2023-01-16T04:00+01:00,2332.46,13502.45,30553.28,63.3
2023-01-16T05:00+01:00,2331.53,16864.33,29751.76,87
2023-01-16T06:00+01:00,2327.54,21271.35,29610.66,154.63
2023-01-16T07:00+01:00,2326.44,25277.14,29782.45,175.11
2023-01-16T08:00+01:00,2324.56,27589.86,31259.42,185.99
2023-01-16T09:00+01:00,2320.49,29444.57,35444.04,170
2023-01-16T10:00+01:00,2320.98,29071.28,39495.5,150.2
2023-01-16T11:00+01:00,2321.26,28878.08,43529.18,150.89
2023-01-16T12:00+01:00,2315.68,27854.75,44908.58,147.04
2023-01-16T13:00+01:00,2315.05,28202.31,44297.84,140.87
2023-01-16T14:00+01:00,2312.69,28046.67,42798.67,141.24
2023-01-16T15:00+01:00,2312.63,28519.61,40713.67,145.69
2023-01-16T16:00+01:00,2313.57,29408.8,39590.6,150.81
2023-01-16T17:00+01:00,2315.08,30147.82,40082.45,166.79
2023-01-16T18:00+01:00,2315.18,29789.74,40191.47,173.72
2023-01-16T19:00+01:00,2316.82,29399.73,40609.02,150.5
2023-01-16T20:00+01:00,2315.91,28939.19,39660.05,136.97
2023-01-16T21:00+01:00,2315.11,27186.05,39151.84,127.74
2023-01-16T22:00+01:00,2310.66,25986.67,38475.25,123.24
2023-01-16T23:00+01:00,2313.37,24419.55,36900.63,109.4
2023-01-17T00:00+01:00,2313.46,23475.16,37371.79,98.24
2023-01-17T01:00+01:00,2312.69,22688.77,36921,94.61
2023-01-17T02:00+01:00,2311.26,21971.17,37829.28,91.91
2023-01-17T03:00+01:00,2310.03,22000.34,39096.73,89.51
2023-01-17T04:00+01:00,2310.64,22395.56,39971.47,91.77
2023-01-17T05:00+01:00,2312.49,24348.71,38770.41,100
2023-01-17T06:00+01:00,2310,27303.17,37746.89,116.96
2023-01-17T07:00+01:00,2307.32,29398.52,38209.27,140.8
2023-01-17T08:00+01:00,2306.19,30872.87,37019.64,151.96
2023-01-17T09:00+01:00,2307.49,32318.12,36381.15,136.1
2023-01-17T10:00+01:00,2306.74,33015.94,37824.54,126.17
2023-01-17T11:00+01:00,2308.08,33045.62,41256.7,122.75
2023-01-17T12:00+01:00,2304.97,32691.52,41542.36,116.07
2023-01-17T13:00+01:00,2306.09,33276.85,37994.43,129.56
2023-01-17T14:00+01:00,2304.82,34708.34,34323.53,146.05
2023-01-17T15:00+01:00,2305.08,36211,28496.75,163.85
2023-01-17T16:00+01:00,2302.93,36853.33,22916.83,180.05
2023-01-17T17:00+01:00,2303.98,37481.25,23330.31,188.83
2023-01-17T18:00+01:00,2303.58,37047.77,24501.34,176.9
2023-01-17T19:00+01:00,2303.38,35321.78,24198.09,175.56
2023-01-17T20:00+01:00,2303.56,36184.87,24949.26,154.02
2023-01-17T21:00+01:00,2300.46,35118.16,23828.81,146.26
2023-01-17T22:00+01:00,2302.51,34391.99,23730.42,139.94
2023-01-17T23:00+01:00,2304.62,31889.84,22626.89,127.73
2023-01-18T00:00+01:00,2300.57,31166.02,22393.23,122.85
2023-01-18T01:00+01:00,2296.8,29938.98,20885.44,124.68
